bill_id,date,chamber,sequence,action
2088184,2026-01-21,House,1,"Introduced, placed on calendar. H.J. 131."
1959148,2025-02-06,House,1,"Introduced, placed on calendar. H.J. 253."
1959148,2025-02-20,House,2,Fiscal note.
1959148,2025-03-19,House,3,Amendments H-1138 and H-1139 filed. H.J. 752.
1959148,2025-03-25,House,4,Amendment H-1169 filed. H.J. 814.
1959148,2025-04-03,House,5,Referred to Education. H.J. 895.
2087710,2026-01-21,House,1,"Introduced, placed on calendar. H.J. 131."
2088111,2026-01-21,House,1,"Introduced, referred to Education. H.J. 131."
2088111,2026-01-21,House,2,"Subcommittee: Hayes, Larson and Levin. H.J. 139."
2088111,2026-01-26,House,3,Subcommittee Meeting: 01/27/2026 8:30AM House Lounge (Cancelled).
2088111,2026-02-03,House,4,Subcommittee Meeting: 02/04/2026 8:30AM RM 103.
2088111,2026-02-04,House,5,Subcommittee recommends passage.
2088111,2026-02-04,House,6,"Committee report, recommending passage. H.J. 218."
2088111,2026-02-04,House,7,"Committee vote: Yeas, 14. Nays, 9. Excused, 0. H.J. 218."
2088111,2026-02-06,House,8,"Committee report approving bill, renumbered as HF 2338."
2087877,2026-01-21,House,1,"Introduced, referred to Education. H.J. 131."
2087877,2026-01-22,House,2,"Subcommittee: Hayes, Boden and Matson. H.J. 146."
2087877,2026-01-26,House,3,Subcommittee Meeting: 01/29/2026 1:00PM House Lounge.
2087877,2026-01-29,House,4,Subcommittee recommends passage.
2087877,2026-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 280."
2087877,2026-02-11,House,6,"Committee vote: Yeas, 16. Nays, 7. H.J. 280."
2087877,2026-02-16,House,7,"Committee report approving bill, renumbered as HF 2538."
2087685,2026-01-21,House,1,"Introduced, referred to Education. H.J. 131."
2087685,2026-01-21,House,2,"Subcommittee: Shipley, Ramirez and Stone. H.J. 140."
2087685,2026-02-03,House,3,Subcommittee Meeting: 02/03/2026 12:30PM RM 102 (Cancelled).
2087685,2026-02-04,House,4,Subcommittee Meeting: 02/09/2026 12:30PM RM 102.
2087685,2026-02-10,House,5,Subcommittee recommends passage.
2087971,2026-01-21,House,1,"Introduced, referred to Education. H.J. 132."
2087971,2026-01-21,House,2,"Subcommittee: Gehlbach, Bradley and Gosa. H.J. 140."
2087971,2026-01-22,House,3,Subcommittee Meeting: 01/28/2026 12:30PM House Lounge.
2087971,2026-01-29,House,4,Subcommittee recommends passage.
2087971,2026-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 280."
2087971,2026-02-11,House,6,"Committee vote: Yeas, 19. Nays, 4. H.J. 281."
2087971,2026-02-16,House,7,"Committee report approving bill, renumbered as HF 2546."
2088033,2026-01-21,House,1,"Introduced, referred to Health and Human Services. H.J. 132."
2088033,2026-01-22,House,2,"Subcommittee: Bradley, Barker and Brown-Powers. H.J. 146."
2088033,2026-01-22,House,3,Subcommittee Meeting: 01/29/2026 8:00AM RM 102.
2088033,2026-01-29,House,4,Subcommittee recommends passage.
2088033,2026-01-29,House,5,"Committee report, recommending passage. H.J. 180."
2088033,2026-01-29,House,6,"Committee vote: Yeas, 17. Nays, 0. Excused, 4. H.J. 180."
2088033,2026-02-03,House,7,"Committee report approving bill, renumbered as HF 2269."
2088049,2026-01-21,House,1,"Introduced, referred to Judiciary. H.J. 132."
2088198,2026-01-21,House,1,"Introduced, referred to Judiciary. H.J. 132."
2087986,2026-01-21,House,1,"Introduced, referred to Judiciary. H.J. 132."
2087986,2026-02-09,House,2,"Subcommittee: Thompson, M., Bagniewski and Gustoff. H.J. 236."
2087986,2026-02-09,House,3,Subcommittee Meeting: 02/10/2026 12:30PM House Lounge (Cancelled).
2087986,2026-02-09,House,4,Subcommittee Meeting: 02/11/2026 12:30PM House Lounge.
2087986,2026-02-11,House,5,Subcommittee recommends passage.
2087986,2026-02-17,House,6,"Committee report, recommending passage. H.J. 321."
2087986,2026-02-17,House,7,"Committee vote: Yeas, 20. Nays, 0. Excused, 1. H.J. 321."
2087986,2026-02-19,House,8,"Committee report approving bill, renumbered as HF 2625."
2088067,2026-01-21,House,1,"Introduced, referred to Labor and Workforce. H.J. 132."
2088067,2026-01-29,House,2,"Subcommittee: Sitzmann, Amos Jr. and Gerhold. H.J. 178."
2088067,2026-02-03,House,3,Subcommittee Meeting: 02/04/2026 12:45PM RM 103.
2088067,2026-02-04,House,4,Subcommittee recommends passage.
2088067,2026-02-17,House,5,"Committee report, recommending passage. H.J. 323."
2088067,2026-02-17,House,6,"Committee vote: Yeas, 16. Nays, 0. Excused, 1. H.J. 323."
2088067,2026-02-18,House,7,"Committee report approving bill, renumbered as HF 2588."
1959048,2025-02-06,House,1,"Introduced, referred to Commerce. H.J. 253."
2088853,2026-01-21,House,1,"Introduced, referred to Public Safety. H.J. 132."
2088853,2026-01-21,House,2,"Subcommittee: Gustoff, Dieken and Gjerde. H.J. 140."
2088853,2026-01-21,House,3,Subcommittee Meeting: 01/28/2026 8:00AM House Lounge.
2088853,2026-01-28,House,4,Subcommittee recommends passage.
2088001,2026-01-21,House,1,"Introduced, referred to State Government. H.J. 133."
2087864,2026-01-21,House,1,"Introduced, referred to Veterans Affairs. H.J. 133."
2087864,2026-01-26,House,2,"Subcommittee: Rinker, Croken and Thompson, M. H.J. 153."
2087864,2026-01-26,House,3,Subcommittee Meeting: 01/28/2026 12:15PM House Lounge 2.
2087864,2026-01-28,House,4,Subcommittee recommends passage.
2087864,2026-02-11,House,5,"Committee report, recommending passage. H.J. 288."
2087864,2026-02-11,House,6,"Committee vote: Yeas, 17. Nays, 0. H.J. 288."
2087864,2026-02-16,House,7,"Committee report approving bill, renumbered as HF 2491."
2087784,2026-01-21,House,1,"Introduced, placed on calendar. H.J. 133."
2087784,2026-02-09,House,2,Fiscal note.
2088157,2026-01-21,House,1,"Introduced, referred to Judiciary. H.J. 133."
2088157,2026-01-26,House,2,Rereferred to Calendar H.J. 152.
2088782,2026-01-21,House,1,"Introduced, referred to Judiciary. H.J. 133."
2088782,2026-01-27,House,2,"Subcommittee: Fett, Olson and Thomson, C. H.J. 159."
2088782,2026-01-28,House,3,Subcommittee Meeting: 02/04/2026 8:15AM House Lounge.
2088782,2026-02-04,House,4,Subcommittee recommends passage.
2088782,2026-02-17,House,5,"Committee report, recommending amendment and passage. H.J. 321."
2088782,2026-02-17,House,6,"Committee vote: Yeas, 18. Nays, 2. Excused, 1. H.J. 321."
2088782,2026-02-19,House,7,"Committee report approving bill, renumbered as HF 2639."
2088653,2026-01-21,House,1,"Introduced, referred to Local Government. H.J. 133."
2088653,2026-01-22,House,2,"Subcommittee: Wheeler, Henderson and McBurney. H.J. 146."
2088585,2026-01-21,House,1,"Introduced, referred to Natural Resources. H.J. 134."
2088585,2026-02-12,House,2,"Subcommittee: Barker, Hermanson and Judge. H.J. 278."
2088585,2026-02-12,House,3,Subcommittee Meeting: 02/17/2026 12:00PM House Lounge.
2088585,2026-02-17,House,4,Subcommittee recommends passage.
2088227,2026-01-21,House,1,"Introduced, referred to Public Safety. H.J. 134."
2088227,2026-01-22,House,2,"Subcommittee: Wills, J., Gosa and Holt. H.J. 146."
2088227,2026-01-28,House,3,Subcommittee Meeting: 02/05/2026 12:30PM House Lounge.
2088227,2026-02-05,House,4,Subcommittee recommends amendment and passage.
2088227,2026-02-10,House,5,"Committee report, recommending passage. H.J. 254."
2088227,2026-02-10,House,6,"Committee vote: Yeas, 23. Nays, 0. H.J. 254."
2088227,2026-02-16,House,7,"Committee report approving bill, renumbered as HF 2495."
2088899,2026-01-21,House,1,"Introduced, referred to Public Safety. H.J. 134."
2088899,2026-01-22,House,2,"Subcommittee: Gustoff, Amos Jr. and Gearhart. H.J. 146."
2088899,2026-01-26,House,3,Subcommittee Meeting: 01/28/2026 12:30PM House Lounge 2.
2088899,2026-01-28,House,4,Subcommittee recommends passage.
1958887,2025-02-06,House,1,"Introduced, referred to Education. H.J. 253."
2089447,2026-01-21,House,1,"Introduced, referred to State Government. H.J. 134."
2089447,2026-01-27,House,2,"Subcommittee: Jones, Siegrist and Srinivas. H.J. 159."
2089447,2026-01-28,House,3,Subcommittee Meeting: 02/05/2026 12:00PM House Lounge 2.
2089447,2026-02-05,House,4,Subcommittee recommends amendment and passage.
2089447,2026-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 269."
2089447,2026-02-11,House,6,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 269."
2089447,2026-02-16,House,7,"Committee report approving bill, renumbered as HF 2504."
2088706,2026-01-21,House,1,"Introduced, referred to State Government. H.J. 134."
2088440,2026-01-21,House,1,"Introduced, referred to Health and Human Services. H.J. 134."
2088465,2026-01-21,House,1,"Introduced, referred to Education. H.J. 134."
2088367,2026-01-21,House,1,"Introduced, referred to Judiciary. H.J. 135."
2088367,2026-01-27,House,2,"Subcommittee: Thompson, M., Thomson, C. and Wilburn. H.J. 159."
2088367,2026-01-28,House,3,Subcommittee Meeting: 01/29/2026 1:30PM House Lounge 2.
2088367,2026-01-29,House,4,Subcommittee recommends passage.
2088367,2026-02-19,House,5,"Committee report, recommending passage. H.J. 367."
2088367,2026-02-19,House,6,"Committee vote: Yeas, 20. Nays, 0. Excused, 1. H.J. 368."
2088367,2026-02-23,House,7,"Committee report approving bill, renumbered as HF 2696."
2088607,2026-01-21,House,1,"Introduced, referred to Judiciary. H.J. 135."
2088607,2026-01-27,House,2,"Subcommittee: Wills, J., Wessel-Kroeschell and Wheeler. H.J. 159."
2088607,2026-02-09,House,3,Subcommittee Meeting: 02/12/2026 12:00PM House Lounge 2.
2088607,2026-02-12,House,4,Subcommittee recommends passage.
2088607,2026-02-19,House,5,"Committee report, recommending passage. H.J. 368."
2088607,2026-02-19,House,6,"Committee vote: Yeas, 16. Nays, 4. Excused, 1. H.J. 368."
2088607,2026-02-23,House,7,"Committee report approving bill, renumbered as HF 2694."
2088317,2026-01-21,House,1,"Introduced, referred to State Government. H.J. 135."
2088295,2026-01-21,House,1,"Introduced, referred to Transportation. H.J. 135."
2089187,2026-01-21,House,1,"Introduced, referred to Local Government. H.J. 135."
2089187,2026-02-03,House,2,"Subcommittee: Wengryn, Lawler and Zabner. H.J. 196."
2089187,2026-02-04,House,3,Subcommittee Meeting: 02/05/2026 12:00PM RM 102.
2089187,2026-02-05,House,4,Subcommittee recommends passage.
2089187,2026-02-17,House,5,"Committee report, recommending passage. H.J. 336."
2089187,2026-02-17,House,6,"Committee vote: Yeas, 15. Nays, 5. Excused, 1. H.J. 336."
2089187,2026-02-19,House,7,"Committee report approving bill, renumbered as HF 2618."
2089969,2026-01-22,House,1,"Introduced, referred to State Government. H.J. 143."
1958998,2025-02-06,House,1,"Introduced, referred to Education. H.J. 254."
1958998,2025-02-11,House,2,"Sponsor added, Croken. H.J. 286."
2093563,2026-01-26,House,1,"Introduced, referred to Economic Growth and Technology. H.J. 149."
2093406,2026-01-26,House,1,"Introduced, referred to Education. H.J. 149."
2093376,2026-01-26,House,1,"Introduced, referred to Education. H.J. 150."
2093438,2026-01-26,House,1,"Introduced, referred to Education. H.J. 150."
2093432,2026-01-26,House,1,"Introduced, referred to Health and Human Services. H.J. 150."
2093432,2026-01-26,House,2,"Subcommittee: Weldon, Barker and Johnson, R. H.J. 153."
2093432,2026-01-27,House,3,Subcommittee Meeting: 02/04/2026 12:00PM House Lounge 2.
2093432,2026-02-04,House,4,Tabled until future meeting.
2093426,2026-01-26,House,1,"Introduced, referred to Judiciary. H.J. 150."
2093394,2026-01-26,House,1,"Introduced, referred to Labor and Workforce. H.J. 150."
2093403,2026-01-26,House,1,"Introduced, referred to Local Government. H.J. 151."
2093403,2026-02-03,House,2,"Subcommittee: Watkins, Henderson and Nielsen. H.J. 196."
2093403,2026-02-05,House,3,Subcommittee Meeting: 02/05/2026 8:30AM House Lounge 2.
2093403,2026-02-05,House,4,Subcommittee recommends passage.
2093403,2026-02-10,House,5,"Committee report, recommending passage. H.J. 267."
2093403,2026-02-10,House,6,"Committee vote: Yeas, 21. Nays, 0. H.J. 267."
2093416,2026-01-26,House,1,"Introduced, referred to Public Safety. H.J. 151."
2093416,2026-01-28,House,2,"Subcommittee: Wills, J., Gearhart and Kurth. H.J. 166."
2093416,2026-01-29,House,3,Subcommittee Meeting: 02/04/2026 12:30PM House Lounge.
2093416,2026-02-04,House,4,Subcommittee recommends amendment and passage.
2093416,2026-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 268."
2093416,2026-02-11,House,6,"Committee vote: Yeas, 22. Nays, 1. Excused, 0. H.J. 268."
2093416,2026-02-16,House,7,"Committee report approving bill, renumbered as HF 2511."
2093389,2026-01-26,House,1,"Introduced, referred to Public Safety. H.J. 151."
1959117,2025-02-06,House,1,"Introduced, referred to Health and Human Services. H.J. 254."
2093379,2026-01-26,House,1,"Introduced, referred to State Government. H.J. 151."
2093420,2026-01-26,House,1,"Introduced, referred to Transportation. H.J. 151."
2093420,2026-01-28,House,2,"Subcommittee: Jones, Scholten and Young. H.J. 166."
2093420,2026-02-11,House,3,Subcommittee Meeting: 02/11/2026 12:00PM RM 305 (Cancelled).
2093420,2026-02-12,House,4,Subcommittee Meeting: 02/16/2026 11:00AM RM 103.
2093420,2026-02-16,House,5,Subcommittee recommends passage.
2093420,2026-02-17,House,6,"Committee report, recommending amendment and passage. H.J. 341."
2093420,2026-02-17,House,7,"Committee vote: Yeas, 20. Nays, 0. Excused, 1. H.J. 341."
2093420,2026-02-18,House,8,Committee amendment H-8006 filed. H.J. 342.
2093383,2026-01-26,House,1,"Introduced, referred to Transportation. H.J. 151."
2093383,2026-01-28,House,2,"Subcommittee: Wood, Cooling and Mommsen. H.J. 166."
2093383,2026-02-10,House,3,Subcommittee Meeting: 02/11/2026 12:15PM RM 102.
2093383,2026-02-11,House,4,Subcommittee recommends amendment and passage.
2093383,2026-02-17,House,5,"Committee report, recommending amendment and passage. H.J. 327."
2093383,2026-02-17,House,6,"Committee vote: Yeas, 20. Nays, 0. Excused, 1. H.J. 327."
2093383,2026-02-19,House,7,"Committee report approving bill, renumbered as HF 2616."
2093440,2026-01-26,House,1,"Introduced, placed on calendar. H.J. 151."
2093440,2026-02-19,House,2,Amendment H-8009 filed. H.J. 363.
2093467,2026-01-26,House,1,"Introduced, referred to State Government. H.J. 152."
2093567,2026-01-26,House,1,"Introduced, referred to State Government. H.J. 152."
2093507,2026-01-26,House,1,"Introduced, referred to State Government. H.J. 152."
2094260,2026-01-27,House,1,"Introduced, referred to Agriculture. H.J. 156."
2094260,2026-01-29,House,2,"Subcommittee: Meggers, Hora and Scholten. H.J. 178."
2094260,2026-02-03,House,3,Subcommittee Meeting: 02/04/2026 4:15PM House Lounge 2.
2094260,2026-02-04,House,4,Tabled until future meeting.
2094233,2026-01-27,House,1,"Introduced, referred to Commerce. H.J. 156."
2094311,2026-01-27,House,1,"Introduced, referred to Economic Growth and Technology. H.J. 156."
1958826,2025-02-06,House,1,"Introduced, referred to Health and Human Services. H.J. 254."
2094468,2026-01-27,House,1,"Introduced, referred to Education. H.J. 156."
2094468,2026-02-09,House,2,"Subcommittee: Stone, Behn and Gosa. H.J. 236."
2094290,2026-01-27,House,1,"Introduced, referred to Education. H.J. 157."
2094290,2026-01-29,House,2,"Subcommittee: Boden, Hayes and Matson. H.J. 178."
2094290,2026-02-03,House,3,Subcommittee Meeting: 02/04/2026 12:45PM RM 304.
2094290,2026-02-04,House,4,Subcommittee recommends passage.
2094290,2026-02-04,House,5,"Committee report, recommending passage. H.J. 218."
2094290,2026-02-04,House,6,"Committee vote: Yeas, 14. Nays, 9. Excused, 0. H.J. 218."
2094361,2026-01-27,House,1,"Introduced, referred to Education. H.J. 157."
2094451,2026-01-27,House,1,"Introduced, referred to Environmental Protection. H.J. 157."
2094451,2026-01-29,House,2,"Subcommittee: Wengryn, Johnson, C. and Madison. H.J. 178."
2094451,2026-02-03,House,3,Subcommittee Meeting: 02/05/2026 12:30PM RM 304.
2094451,2026-02-05,House,4,Subcommittee recommends amendment and passage.
2094451,2026-02-18,House,5,"Committee report, recommending passage. H.J. 334."
2094451,2026-02-18,House,6,"Committee vote: Yeas, 9. Nays, 4. Excused, 4. H.J. 334."
2094451,2026-02-19,House,7,"Committee report approving bill, renumbered as HF 2640."
2094432,2026-01-27,House,1,"Introduced, referred to Judiciary. H.J. 157."
2094432,2026-02-03,House,2,"Subcommittee: Thomson, C., Lawler and Ramirez. H.J. 196."
2094432,2026-02-03,House,3,Subcommittee Meeting: 02/05/2026 12:30PM House Lounge 2.
2094432,2026-02-05,House,4,Subcommittee recommends passage.
2094432,2026-02-12,House,5,"Committee report, recommending amendment and passage. H.J. 285."
2094432,2026-02-12,House,6,"Committee vote: Yeas, 21. Nays, 0. H.J. 285."
2094432,2026-02-17,House,7,"Committee report approving bill, renumbered as HF 2572."
2094280,2026-01-27,House,1,"Introduced, referred to Judiciary. H.J. 157."
2094301,2026-01-27,House,1,"Introduced, referred to Public Safety. H.J. 157."
2094301,2026-01-28,House,2,"Subcommittee: Meggers, Gosa and Gustoff. H.J. 166."
2094301,2026-01-29,House,3,Subcommittee Meeting: 02/03/2026 9:45AM House Lounge.
2094301,2026-02-03,House,4,Subcommittee recommends passage.
2094249,2026-01-27,House,1,"Introduced, referred to State Government. H.J. 157."
2094249,2026-01-29,House,2,"Subcommittee: Hora, Srinivas and Wulf. H.J. 178."
2094249,2026-02-03,House,3,Subcommittee Meeting: 02/05/2026 12:30PM RM 19.
2094249,2026-02-05,House,4,Subcommittee recommends passage.
2094330,2026-01-27,House,1,"Introduced, referred to State Government. H.J. 157."
2094330,2026-01-29,House,2,"Subcommittee: Johnson, C., Baeth and Hora. H.J. 178."
2094330,2026-02-03,House,3,Subcommittee Meeting: 02/05/2026 12:15PM House Lounge 2.
2094330,2026-02-05,House,4,Subcommittee recommends amendment and passage.
2094440,2026-01-27,House,1,"Introduced, referred to Transportation. H.J. 158."
2094440,2026-01-28,House,2,"Subcommittee: Jones, Madison and Young. H.J. 167."
2094440,2026-02-03,House,3,Subcommittee Meeting: 02/10/2026 12:00PM RM 19.
2094440,2026-02-10,House,4,Subcommittee recommends passage.
1959080,2025-02-06,House,1,"Introduced, referred to Health and Human Services. H.J. 254."
2094341,2026-01-27,House,1,"Introduced, referred to Veterans Affairs. H.J. 158."
2094341,2026-01-28,House,2,"Subcommittee: Hermanson, Blom and Wichtendahl. H.J. 167."
2094341,2026-02-03,House,3,Subcommittee Meeting: 02/03/2026 4:00PM House Lounge (Cancelled).
2094341,2026-02-09,House,4,Subcommittee Meeting: 02/11/2026 12:00PM House Lounge 2.
2094341,2026-02-11,House,5,Subcommittee recommends amendment and passage.
2094341,2026-02-11,House,6,"Committee report, recommending amendment and passage. H.J. 288."
2094341,2026-02-11,House,7,"Committee vote: Yeas, 17. Nays, 0. H.J. 288."
2094341,2026-02-16,House,8,"Committee report approving bill, renumbered as HF 2467."
2094241,2026-01-27,House,1,"Introduced, placed on calendar. H.J. 158."
2095613,2026-01-28,House,1,"Introduced, referred to State Government. H.J. 163."
2095642,2026-01-28,House,1,"Introduced, referred to Ways and Means. H.J. 163."
2095691,2026-01-28,House,1,"Introduced, placed on calendar. H.J. 163."
2095662,2026-01-28,House,1,"Introduced, placed on calendar. H.J. 164."
2095685,2026-01-28,House,1,"Introduced, referred to Education. H.J. 164."
2095603,2026-01-28,House,1,"Introduced, referred to Education. H.J. 164."
2095603,2026-02-11,House,2,"Subcommittee: Johnson, C., Henderson and Levin. H.J. 262."
2095603,2026-02-16,House,3,Subcommittee Meeting: 02/17/2026 12:00PM House Lounge 2.
2095603,2026-02-17,House,4,Tabled until future meeting.
2095707,2026-01-28,House,1,"Introduced, referred to Ways and Means. H.J. 164."
2095707,2026-02-05,House,2,"Subcommittee: Holt, Gustoff and Wessel-Kroeschell. H.J. 216."
2095625,2026-01-28,House,1,"Introduced, placed on calendar. H.J. 164."
1958859,2025-02-06,House,1,"Introduced, referred to Commerce. H.J. 254."
2095670,2026-01-28,House,1,"Introduced, placed on calendar. H.J. 164."
2095652,2026-01-28,House,1,"Introduced, referred to Local Government. H.J. 164."
2095652,2026-01-29,House,2,"Subcommittee: Williams, Bloomingdale and Zabner. H.J. 178."
2095652,2026-01-29,House,3,Subcommittee Meeting: 02/03/2026 12:45PM House Lounge.
2095652,2026-02-03,House,4,Subcommittee recommends passage.
2095652,2026-02-17,House,5,"Committee report, recommending amendment and passage. H.J. 336."
2095652,2026-02-17,House,6,"Committee vote: Yeas, 16. Nays, 4. Excused, 1. H.J. 336."
2095652,2026-02-19,House,7,"Committee report approving bill, renumbered as HF 2623."
2095645,2026-01-28,House,1,"Introduced, referred to Ways and Means. H.J. 164."
2101387,2026-01-29,House,1,"Introduced, referred to Commerce. H.J. 172."
2101387,2026-02-05,House,2,"Subcommittee: Determann, Judge and Latham. H.J. 216."
2101387,2026-02-09,House,3,Subcommittee Meeting: 02/11/2026 12:45PM House Lounge.
2101387,2026-02-11,House,4,Subcommittee recommends passage.
2101387,2026-02-16,House,5,"Committee report, recommending amendment and passage. H.J. 313."
2101387,2026-02-16,House,6,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 313."
2101387,2026-02-19,House,7,"Committee report approving bill, renumbered as HF 2633."
2101405,2026-01-29,House,1,"Introduced, referred to Public Safety. H.J. 172."
2101405,2026-02-03,House,2,"Subcommittee: Meggers, Henderson and Kurth. H.J. 196."
2101405,2026-02-10,House,3,Subcommittee Meeting: 02/11/2026 8:00AM RM 102.
2101405,2026-02-11,House,4,Subcommittee recommends passage.
2101405,2026-02-17,House,5,"Committee report, recommending amendment and passage. H.J. 324."
2101405,2026-02-17,House,6,"Committee vote: Yeas, 19. Nays, 2. Excused, 2. H.J. 324."
2101405,2026-02-18,House,7,"Committee report approving bill, renumbered as HF 2587."
2101290,2026-01-29,House,1,"Introduced, referred to State Government. H.J. 172."
2101274,2026-01-29,House,1,"Introduced, referred to State Government. H.J. 172."
2101274,2026-01-29,House,2,"Subcommittee: Wulf, Johnson, C. and Johnson, R. H.J. 178."
2101274,2026-02-04,House,3,Subcommittee Meeting: 02/10/2026 12:00PM House Lounge.
2101274,2026-02-10,House,4,Subcommittee recommends passage.
2101463,2026-01-29,House,1,"Introduced, referred to Transportation. H.J. 173."
2101092,2026-01-29,House,1,"Introduced, referred to Ways and Means. H.J. 173."
2101575,2026-01-29,House,1,"Introduced, placed on calendar. H.J. 173."
1917521,2025-01-14,House,1,"Introduced, referred to Natural Resources. H.J. 41."
1917521,2025-01-21,House,2,"Subcommittee: Collins, Harris and Scholten. H.J. 105."
1917521,2025-01-21,House,3,Subcommittee Meeting: 01/23/2025 8:00AM House Lounge 2.
1917521,2025-01-23,House,4,Subcommittee recommends passage.
1917521,2025-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 299."
1917521,2025-02-11,House,6,"Committee vote: Yeas, 13. Nays, 8. H.J. 299."
1917521,2025-02-13,House,7,"Committee report approving bill, renumbered as HF 388."
1958722,2025-02-06,House,1,"Introduced, referred to Education. H.J. 254."
1958722,2025-02-11,House,2,"Subcommittee: Wheeler, Ehlert and Moore, T. H.J. 290."
1958722,2025-02-12,House,3,Subcommittee Meeting: 02/13/2025 12:30PM House Lounge.
1958722,2025-02-13,House,4,Subcommittee recommends passage.
1958722,2025-02-18,House,5,"Committee report, recommending passage. H.J. 365."
1958722,2025-02-18,House,6,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 365."
1958722,2025-02-20,House,7,"Committee report approving bill, renumbered as HF 513."
1958722,2025-03-14,House,8,Withdrawn. H.J. 660.
2101485,2026-01-29,House,1,"Introduced, placed on calendar. H.J. 173."
2101198,2026-01-29,House,1,"Introduced, placed on calendar. H.J. 173."
2101221,2026-01-29,House,1,"Introduced, placed on calendar. H.J. 173."
2101330,2026-01-29,House,1,"Introduced, placed on calendar. H.J. 173."
2101447,2026-01-29,House,1,"Introduced, referred to Economic Growth and Technology. H.J. 174."
2101257,2026-01-29,House,1,"Introduced, referred to Health and Human Services. H.J. 174."
2101349,2026-01-29,House,1,"Introduced, referred to Judiciary. H.J. 174."
2101519,2026-01-29,House,1,"Introduced, referred to State Government. H.J. 174."
2101129,2026-01-29,House,1,"Introduced, referred to Ways and Means. H.J. 174."
2101111,2026-01-29,House,1,"Introduced, referred to Higher Education. H.J. 174."
2101111,2026-02-09,House,2,"Subcommittee: Shipley, Hora and Wilburn. H.J. 236."
2101111,2026-02-13,House,3,Subcommittee Meeting: 02/17/2026 8:30AM RM 304.
2101111,2026-02-18,House,4,Subcommittee recommends passage.
1958692,2025-02-06,House,1,"Introduced, referred to Education. H.J. 255."
1958692,2025-02-11,House,2,"Subcommittee: Shipley, Gjerde and Hayes. H.J. 290."
1958692,2025-02-26,House,3,Subcommittee Meeting: 02/27/2025 8:30AM House Lounge 2.
1958692,2025-02-27,House,4,Subcommittee recommends passage.
2101007,2026-01-29,House,1,"Introduced, referred to Natural Resources. H.J. 175."
2101611,2026-01-29,House,1,"Introduced, referred to Education. H.J. 175."
2101611,2026-02-09,House,2,"Subcommittee: Hora, Boden and Levin. H.J. 236."
2101611,2026-02-10,House,3,Subcommittee Meeting: 02/11/2026 12:30PM RM 19 (Cancelled).
2101038,2026-01-29,House,1,"Introduced, referred to Health and Human Services. H.J. 175."
2101500,2026-01-29,House,1,"Introduced, referred to Natural Resources. H.J. 175."
2101500,2026-02-03,House,2,"Subcommittee: Harris, Baeth and Barker. H.J. 196."
2101500,2026-02-04,House,3,Subcommittee Meeting: 02/10/2026 8:15AM House Lounge.
2101500,2026-02-10,House,4,Subcommittee recommends passage.
2101500,2026-02-10,House,5,"Committee report, recommending amendment and passage. H.J. 268."
2101500,2026-02-10,House,6,"Committee vote: Yeas, 18. Nays, 2. Excused, 1. H.J. 268."
2101500,2026-02-16,House,7,"Committee report approving bill, renumbered as HF 2531."
2101538,2026-01-29,House,1,"Introduced, referred to Veterans Affairs. H.J. 175."
2101538,2026-02-03,House,2,"Subcommittee: Gearhart, Gerhold and Levin. H.J. 197."
2101538,2026-02-05,House,3,Subcommittee Meeting: 02/10/2026 12:15PM House Lounge.
2101538,2026-02-11,House,4,Subcommittee recommends passage.
2101144,2026-01-29,House,1,"Introduced, placed on calendar. H.J. 175."
2101056,2026-01-29,House,1,"Introduced, placed on calendar. H.J. 176."
2102665,2026-01-30,House,1,"Introduced, referred to Education. H.J. 184."
2102542,2026-01-30,House,1,"Introduced, referred to Education. H.J. 184."
2102542,2026-02-09,House,2,"Subcommittee: Boden, Larson and Matson. H.J. 237."
2102542,2026-02-09,House,3,Subcommittee Meeting: 02/12/2026 12:00PM House Lounge.
2102542,2026-02-12,House,4,Subcommittee recommends passage.
2102542,2026-02-18,House,5,"Committee report, recommending passage. H.J. 358."
2102542,2026-02-18,House,6,"Committee vote: Yeas, 14. Nays, 9. H.J. 358."
2102542,2026-02-23,House,7,"Committee report approving bill, renumbered as HF 2681."
2102596,2026-01-30,House,1,"Introduced, referred to Health and Human Services. H.J. 184."
1958727,2025-02-06,House,1,"Introduced, referred to Education. H.J. 255."
2102661,2026-01-30,House,1,"Introduced, referred to Health and Human Services. H.J. 185."
2102661,2026-02-03,House,2,"Subcommittee: Meyer, A., Johnson, C. and Johnson, R. H.J. 197."
2102661,2026-02-04,House,3,Subcommittee Meeting: 02/10/2026 8:45AM RM 304.
2102661,2026-02-10,House,4,Subcommittee recommends passage.
2102661,2026-02-12,House,5,"Committee report, recommending passage. H.J. 282."
2102661,2026-02-12,House,6,"Committee vote: Yeas, 18. Nays, 0. Excused, 3. H.J. 282."
2102661,2026-02-16,House,7,"Committee report approving bill, renumbered as HF 2543."
2102625,2026-01-30,House,1,"Introduced, referred to Health and Human Services. H.J. 185."
