bill_id,date,chamber,sequence,action
1914825,2025-01-13,House,1,"Resolution filed, laid over under Rule 25. H.J. 10."
1914825,2025-01-13,House,2,Asked and received unanimous consent for immediate consideration. H.J. 10.
1914825,2025-01-13,House,3,Resolution adopted. H.J. 11.
1914825,2025-01-13,House,4,Immediate message. H.J. 12.
1914825,2025-01-13,Senate,5,Message from House. S.J. 14.
1914825,2025-01-13,Senate,6,"Read first time, placed on calendar. S.J. 14."
1914825,2025-01-13,Senate,7,Resolution adopted. S.J. 14.
1914825,2025-01-13,Senate,8,Immediate message. S.J. 15.
1914825,2025-01-13,House,9,Message from Senate. H.J. 17.
2070876,2026-01-12,House,1,"Resolution filed, laid over under Rule 25. H.J. 4."
2070876,2026-01-12,House,2,Resolution adopted. H.J. 5.
2070876,2026-01-12,House,3,Immediate message. H.J. 6.
2070876,2026-01-12,Senate,4,Message from House. S.J. 15.
2070876,2026-01-12,Senate,5,"Read first time, placed on calendar. S.J. 15."
2070876,2026-01-12,Senate,6,Resolution adopted. S.J. 15.
2070876,2026-01-12,Senate,7,Immediate message. S.J. 16.
2070876,2026-01-13,House,8,Message from Senate. H.J. 39.
2070920,2026-01-12,House,1,"Resolution filed, laid over under Rule 25. H.J. 5."
2070920,2026-01-12,House,2,Resolution adopted. H.J. 5.
2070920,2026-01-12,House,3,Immediate message. H.J. 6.
2070920,2026-01-12,Senate,4,Message from House. S.J. 15.
2070920,2026-01-12,Senate,5,"Read first time, placed on calendar. S.J. 15."
2070920,2026-01-12,Senate,6,Resolution adopted. S.J. 16.
2070920,2026-01-12,Senate,7,Immediate message. S.J. 16.
2070920,2026-01-13,House,8,Message from Senate. H.J. 39.
2071003,2026-01-12,House,1,"Resolution filed, laid over under Rule 25. H.J. 5."
2071003,2026-01-12,House,2,Resolution adopted. H.J. 6.
2071003,2026-01-12,House,3,Immediate message. H.J. 6.
2071003,2026-01-12,Senate,4,Message from House. S.J. 15.
2071003,2026-01-12,Senate,5,"Read first time, placed on calendar. S.J. 15."
2071003,2026-01-12,Senate,6,Resolution adopted. S.J. 16.
2071003,2026-01-12,Senate,7,Immediate message. S.J. 16.
2071003,2026-01-13,House,8,Message from Senate. H.J. 39.
1915030,2025-01-13,House,1,"Resolution filed, laid over under Rule 25. H.J. 11."
1915030,2025-01-13,House,2,Asked and received unanimous consent for immediate consideration. H.J. 11.
1915030,2025-01-13,House,3,Resolution adopted. H.J. 11.
1915030,2025-01-13,House,4,Immediate message. H.J. 12.
1915030,2025-01-13,Senate,5,Message from House. S.J. 14.
1915030,2025-01-13,Senate,6,"Read first time, placed on calendar. S.J. 14."
1915030,2025-01-13,Senate,7,Resolution adopted. S.J. 15.
1915030,2025-01-13,Senate,8,Immediate message. S.J. 15.
1915030,2025-01-13,House,9,Message from Senate. H.J. 17.
1915577,2025-01-13,House,1,"Resolution filed, laid over under Rule 25. H.J. 11."
1915577,2025-01-13,House,2,Asked and received unanimous consent for immediate consideration. H.J. 11.
1915577,2025-01-13,House,3,Resolution adopted. H.J. 12.
1915577,2025-01-13,House,4,Immediate message. H.J. 12.
1915577,2025-01-13,Senate,5,Message from House. S.J. 14.
1915577,2025-01-13,Senate,6,"Read first time, placed on calendar. S.J. 14."
1915577,2025-01-13,Senate,7,Resolution adopted. S.J. 15.
1915577,2025-01-13,Senate,8,Immediate message. S.J. 15.
1915577,2025-01-13,House,9,Message from Senate. H.J. 17.
1951901,2025-02-03,House,1,"Introduced, placed on calendar. H.J. 180."
1951901,2025-02-06,House,2,Resolution adopted. H.J. 236.
1951901,2025-02-06,House,3,Immediate message. H.J. 252.
1951901,2025-02-06,Senate,4,Message from House. S.J. 206.
1951901,2025-02-06,Senate,5,"Read first time, attached to SCR 1. S.J. 206."
1951901,2025-02-06,Senate,6,Substituted for SCR 1. S.J. 207.
1951901,2025-02-06,Senate,7,Resolution adopted. S.J. 207.
1951901,2025-02-06,Senate,8,Immediate message. S.J. 207.
1951901,2025-02-06,House,9,Message from Senate. H.J. 252.
1952140,2025-02-03,House,1,"Resolution filed, laid over under Rule 25. H.J. 180."
1952140,2025-02-06,House,2,Resolution adopted. H.J. 202.
1952140,2025-02-06,House,3,Immediate message. H.J. 252.
1952140,2025-02-10,Senate,4,Message from House. S.J. 212.
1952140,2025-02-10,Senate,5,"Read first time, referred to Rules and Administration. S.J. 212."
1952140,2025-02-17,Senate,6,"Committee report, recommending passage. S.J. 283."
1952140,2025-02-17,Senate,7,Placed on calendar.
1952140,2025-02-18,Senate,8,Resolution adopted. S.J. 291.
1952140,2025-02-18,Senate,9,Immediate message. S.J. 292.
1952140,2025-02-19,House,10,Message from Senate. H.J. 355.
1993710,2025-03-06,House,1,"Resolution filed, laid over under Rule 25. H.J. 556."
1993710,2025-04-21,House,2,Resolution adopted. H.J. 1002.
1993710,2025-04-21,House,3,Immediate message. H.J. 1010.
1993710,2025-04-22,Senate,4,Message from House. S.J. 848.
1993710,2025-04-22,Senate,5,"Read first time, attached to SCR 2. S.J. 848."
1993710,2025-06-16,Senate,6,Referred to Transportation. S.J. 1058.
1993710,2026-01-16,Senate,7,"Subcommittee: Zumbach, Kraayenbrink, and Townsend. S.J. 110."
1993710,2026-01-16,Senate,8,Subcommittee Meeting: [].
1993710,2026-01-20,Senate,9,Subcommittee recommends passage.
1993710,2026-01-21,Senate,10,"Committee report, recommending passage. S.J. 126."
1993710,2026-01-21,Senate,11,Placed on calendar.
2003482,2025-03-12,House,1,"Resolution filed, laid over under Rule 25. H.J. 639."
2031431,2025-05-14,House,1,"Resolution filed, laid over under Rule 25. H.J. 1219."
1917286,2025-01-14,House,1,"Introduced, referred to Education. H.J. 38."
1917286,2025-01-21,House,2,"Subcommittee: Stone, Behn and Matson. H.J. 105."
1917286,2025-01-21,House,3,Subcommittee Meeting: 01/22/2025 3:00PM RM 304.
1917286,2025-01-22,House,4,Subcommittee recommends passage.
1917286,2025-01-29,House,5,"Committee report, recommending passage. H.J. 141."
1917286,2025-01-29,House,6,"Committee vote: Yeas, 15. Nays, 8. H.J. 142."
1917286,2025-01-30,House,7,"Committee report approving bill, renumbered as HF 189."
1917286,2025-03-21,House,8,Withdrawn. H.J. 772.
1917213,2025-01-14,House,1,"Introduced, referred to Education. H.J. 40."
1917213,2025-01-21,House,2,"Subcommittee: Moore, T., Johnson, C. and Madison. H.J. 105."
1917213,2025-01-22,House,3,Subcommittee Meeting: 01/23/2025 12:15PM House Lounge.
1917213,2025-01-23,House,4,Subcommittee recommends passage.
1917213,2025-01-28,House,5,"Committee report, recommending amendment and passage. H.J. 142."
1917213,2025-01-28,House,6,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 142."
1917213,2025-01-30,House,7,"Committee report approving bill, renumbered as HF 174."
1917213,2025-02-24,House,8,Withdrawn. H.J. 418.
1933907,2025-01-22,House,1,"Introduced, referred to Transportation. H.J. 109."
1933907,2025-01-29,House,2,"Subcommittee: Meggers, Bagniewski and Young. H.J. 140."
1933907,2025-02-05,House,3,Subcommittee Meeting: 02/06/2025 12:00PM RM 102.
1933907,2025-02-06,House,4,Subcommittee recommends passage.
2022601,2025-04-10,House,1,"Introduced, placed on Appropriations calendar. H.J. 927."
2022601,2025-04-10,House,2,NOBA: House Full Approps
2022601,2025-04-17,House,3,"Passed House, yeas 92, nays 0. H.J. 956."
2022601,2025-04-17,House,4,NOBA: House Floor
2022601,2025-04-24,House,5,Explanation of vote. H.J. 1070.
2022601,2025-04-17,House,6,Immediate message. H.J. 985.
2022601,2025-04-21,Senate,7,Message from House. S.J. 832.
2022601,2025-04-21,Senate,8,"Read first time, referred to Appropriations. S.J. 832."
2022601,2025-04-22,Senate,9,"Subcommittee: Reichman, Dotzler, and Salmon. S.J. 858."
2022601,2025-04-22,Senate,10,Subcommittee Meeting: 04/23/2025 11:30AM Senate Lounge.
2022601,2025-04-23,Senate,11,Subcommittee recommends passage.
2022495,2025-04-10,House,1,"Introduced, placed on Appropriations calendar. H.J. 927."
2022495,2025-04-16,House,2,NOBA: House Full Approps
2022495,2025-04-21,House,3,Amendment H-1264 filed. H.J. 1013.
2022495,2025-04-22,House,4,Amendment H-1264 adopted. H.J. 1019.
2022495,2025-04-22,House,5,"Passed House, yeas 86, nays 6. H.J. 1019."
2022495,2025-04-22,House,6,Immediate message. H.J. 1033.
2022495,2025-04-23,Senate,7,Message from House. S.J. 862.
2022495,2025-04-23,Senate,8,"Read first time, referred to Appropriations. S.J. 862."
2022495,2025-04-28,Senate,9,"Subcommittee: Zumbach, Blake, and Kraayenbrink. S.J. 915."
2022568,2025-04-10,House,1,"Introduced, placed on Appropriations calendar. H.J. 927."
2022568,2025-04-10,House,2,NOBA: House Full Approps
2022568,2025-04-22,House,3,Amendment H-1265 filed. H.J. 1020.
2022568,2025-04-22,House,4,"Amendment H-1267 to amendment H-1265 filed, adopted. H.J. 1020."
2022568,2025-04-22,House,5,"Amendment H-1265, as amended, yeas 32, nays 60, lost. H.J. 1021."
2022568,2025-04-22,House,6,Amendment H-1272 filed. H.J. 1021.
2022568,2025-04-22,House,7,"Point of order raised on amendment H-1272, ruled not germane. H.J. 1021."
2022568,2025-04-22,House,8,"Motion to suspend rules for immediate consideration of amendment H-1272, yeas 31, nays 61. H.J. 1022."
2022568,2025-04-22,House,9,Motion to suspend rules failed. H.J. 1022.
2022568,2025-04-22,House,10,"Passed House, yeas 92, nays 0. H.J. 1023."
2022568,2025-04-22,House,11,Explanation of vote. H.J. 1035.
2022568,2025-04-22,House,12,Immediate message. H.J. 1033.
2022568,2025-04-22,House,13,NOBA: House Floor
2022568,2025-04-23,Senate,14,Message from House. S.J. 862.
2022568,2025-04-23,Senate,15,"Read first time, attached to SF 627. S.J. 862."
2022568,2025-05-14,Senate,16,Substituted for SF 627. S.J. 1015.
2022568,2025-05-14,Senate,17,"Amendment S-3183 filed, adopted. S.J. 1015."
2022568,2025-05-14,Senate,18,"Passed Senate, yeas 46, nays 0. S.J. 1015."
2022568,2025-05-14,Senate,19,Immediate message. S.J. 1016.
2022568,2025-05-14,House,20,Message from Senate. H.J. 1199.
2022568,2025-05-14,House,21,Senate amendment H-1354 filed. H.J. 1200.
2022568,2025-05-14,House,22,House concurred in Senate amendment H-1354. H.J. 1201.
2022568,2025-05-14,House,23,"Passed House, yeas 81, nays 0. H.J. 1201."
2022568,2025-05-14,House,24,NOBA: Senate Floor
2022568,2025-05-20,House,25,Explanation of vote. H.J. 1223.
2022568,2025-05-21,House,26,NOBA: Final
2022568,2025-06-27,House,27,Explanations of votes. H.J. 1224.
2022568,2025-05-14,House,28,Immediate message. H.J. 1204.
2022568,2025-05-14,Senate,29,Message from House. S.J. 1029.
2022568,2025-05-22,House,30,"Reported correctly enrolled, signed by Speaker and President, and sent to Governor. H.J. 1224."
2022568,2025-06-03,House,31,Signed by Governor. H.J. 1229.
2022457,2025-04-10,House,1,"Introduced, placed on Appropriations calendar. H.J. 927."
2022457,2025-04-21,House,2,NOBA: House Full Approps
2022457,2025-04-22,House,3,"Passed House, yeas 92, nays 0. H.J. 1024."
2022457,2025-04-22,House,4,Immediate message. H.J. 1033.
2022457,2025-04-22,House,5,NOBA: House Floor
2022457,2025-04-23,Senate,6,Message from House. S.J. 862.
2022457,2025-04-23,Senate,7,"Read first time, referred to Health and Human Services. S.J. 862."
2022457,2026-01-21,Senate,8,"Subcommittee: Guth, Costello, and Zimmer. S.J. 124."
2022457,2026-01-22,Senate,9,Subcommittee Meeting: 01/26/2026 11:30AM Room 217 Conference Room.
2022457,2026-01-26,Senate,10,Subcommittee recommends amendment and passage.
2022457,2026-02-04,Senate,11,"Committee report, recommending amendment and passage. S.J. 201."
2022457,2026-02-04,Senate,12,Amendment S-5004 filed. S.J. 201.
2022457,2026-02-04,Senate,13,Placed on calendar.
2022535,2025-04-10,House,1,"Introduced, placed on Ways and Means calendar. H.J. 927."
2022535,2025-05-15,House,2,Rereferred to Ways and Means. H.J. 1222.
2022635,2025-04-10,House,1,"Introduced, placed on Ways and Means calendar. H.J. 927."
2022635,2025-04-23,House,2,Fiscal note.
2022635,2025-05-15,House,3,Rereferred to Transportation. H.J. 1222.
2023634,2025-04-14,House,1,"Introduced, placed on Ways and Means calendar. H.J. 930."
2023634,2025-04-21,House,2,"Passed House, yeas 90, nays 1. H.J. 1000."
2023634,2025-04-21,House,3,Immediate message. H.J. 1010.
2023634,2025-04-22,Senate,4,Message from House. S.J. 848.
2023634,2025-04-22,Senate,5,"Read first time, referred to Ways and Means. S.J. 848."
2023634,2025-04-23,Senate,6,"Subcommittee: Driscoll, Dotzler, and Schultz. S.J. 881."
2023634,2026-02-04,Senate,7,"Subcommittee reassigned: Green, Dotzler, and Driscoll. S.J. 200."
2023634,2026-02-05,Senate,8,Subcommittee Meeting: 02/09/2026 3:30PM Room 315.
2023634,2026-02-09,Senate,9,Subcommittee recommends passage.
2023634,2026-02-12,Senate,10,"Committee report, recommending passage. S.J. 287."
2023634,2026-02-12,Senate,11,Placed on Ways and Means calendar.
2023652,2025-04-14,House,1,"Introduced, placed on Ways and Means calendar. H.J. 930."
2023652,2025-04-22,House,2,Fiscal note.
2023652,2025-04-23,House,3,"Amendment H-1280, yeas 35, nays 58, filed, lost. H.J. 1042."
2023652,2025-04-23,House,4,Explanation of vote. H.J. 1050.
2023652,2025-04-23,House,5,"Passed House, yeas 91, nays 2. H.J. 1042."
2023652,2025-04-23,House,6,Immediate message. H.J. 1050.
2023652,2025-04-23,Senate,7,Message from House. S.J. 878.
2023652,2025-04-23,Senate,8,"Read first time, referred to Ways and Means. S.J. 878."
2023652,2025-04-28,Senate,9,"Subcommittee: Rowley, Bisignano, and Dawson. S.J. 915."
2023652,2025-04-29,Senate,10,Subcommittee Meeting: 05/01/2025 8:30AM Senate Lounge.
2023720,2025-04-14,House,1,"Introduced, placed on Ways and Means calendar. H.J. 930."
2023720,2025-04-17,House,2,"Amendment H-1249 filed, adopted. H.J. 963."
2023720,2025-04-17,House,3,"Passed House, yeas 92, nays 1. H.J. 963."
2023720,2025-04-24,House,4,Explanation of vote. H.J. 1070.
2023720,2025-04-17,House,5,Immediate message. H.J. 985.
2023720,2025-04-21,Senate,6,Message from House. S.J. 833.
2023720,2025-04-21,Senate,7,"Read first time, passed on file. S.J. 833."
2023720,2025-05-14,Senate,8,Attached to SF 655. S.J. 1043.
2023720,2025-06-16,Senate,9,Referred to Ways and Means. S.J. 1058.
2023751,2025-04-14,House,1,"Introduced, placed on Ways and Means calendar. H.J. 930."
2023751,2025-05-15,House,2,Rereferred to Ways and Means. H.J. 1222.
1934220,2025-01-22,House,1,"Introduced, referred to Ways and Means. H.J. 109."
1934220,2025-01-23,House,2,"Subcommittee: Meggers, Wichtendahl and Wills, J. H.J. 123."
2023701,2025-04-14,House,1,"Introduced, placed on Ways and Means calendar. H.J. 931."
2023701,2025-04-23,House,2,"Passed House, yeas 93, nays 0. H.J. 1041."
2023701,2025-04-23,House,3,Immediate message. H.J. 1050.
2023701,2025-04-23,Senate,4,Message from House. S.J. 878.
2023701,2025-04-23,Senate,5,"Read first time, referred to Ways and Means. S.J. 878."
2023701,2025-04-30,Senate,6,"Subcommittee: Dawson, Bisignano, and Green. S.J. 932."
2023701,2026-01-14,Senate,7,Referred to Education. S.J. 69.
2023701,2026-01-20,Senate,8,"Subcommittee: Taylor, Green, and Quirmbach. S.J. 115."
2023701,2026-01-23,Senate,9,Subcommittee Meeting: 01/28/2026 1:30PM Room 217 Conference Room.
2023701,2026-01-28,Senate,10,Subcommittee recommends passage.
2023701,2026-02-18,Senate,11,"Committee report, recommending amendment and passage. S.J. 315."
2023701,2026-02-18,Senate,12,Amendment S-5016 filed. S.J. 315.
2023701,2026-02-18,Senate,13,Placed on calendar.
2023670,2025-04-14,House,1,"Introduced, placed on Ways and Means calendar. H.J. 931."
2023670,2025-04-23,House,2,Fiscal note.
2023670,2025-05-15,House,3,Rereferred to Judiciary. H.J. 1222.
2023670,2026-01-16,House,4,"Subcommittee: Thompson, M., Lawler and Srinivas. H.J. 121."
2023670,2026-01-29,House,5,Subcommittee Meeting: 01/30/2026 9:00AM RM 19 (Cancelled).
2023670,2026-01-29,House,6,Subcommittee Meeting: 02/03/2026 9:00AM RM 19.
2023670,2026-02-04,House,7,Subcommittee Meeting: 02/04/2026 4:30PM RM 19.
2023670,2026-02-04,House,8,Subcommittee recommends passage.
2023670,2026-02-12,House,9,"Committee report, recommending amendment and passage. H.J. 285."
2023670,2026-02-12,House,10,"Committee vote: Yeas, 21. Nays, 0. H.J. 285."
2023670,2026-02-16,House,11,"Committee report approving bill, renumbered as HF 2565."
2023685,2025-04-14,House,1,"Introduced, placed on Ways and Means calendar. H.J. 931."
2023685,2025-04-15,House,2,NOBA: House Full Approps
2023685,2025-04-17,House,3,"Amendment H-1248 filed, adopted. H.J. 983."
2023685,2025-04-17,House,4,SF 619 substituted. H.J. 983.
2023685,2025-04-17,House,5,Withdrawn. H.J. 985.
2023736,2025-04-14,House,1,"Introduced, placed on Ways and Means calendar. H.J. 931."
2023736,2025-04-17,House,2,Fiscal note.
2023736,2025-05-08,House,3,"Passed House, yeas 79, nays 5. H.J. 1097."
2023736,2025-05-13,House,4,Explanation of vote. H.J. 1176.
2023736,2025-05-08,House,5,Immediate message. H.J. 1110.
2023736,2025-05-09,Senate,6,Message from House. S.J. 949.
2023736,2025-05-09,Senate,7,"Read first time, referred to Ways and Means. S.J. 949."
2023736,2025-05-12,Senate,8,"Subcommittee: Rowley, Dotzler, and Schultz. S.J. 976."
2024977,2025-04-17,House,1,"Introduced, referred to Ways and Means. H.J. 985."
2024977,2025-04-23,House,2,NOBA: House Full Approps
2024977,2025-05-08,House,3,"Committee report, recommending amendment and passage. H.J. 1114."
2024977,2025-05-08,House,4,"Committee vote: Yeas, 19. Nays, 0. Excused, 6 H.J. 1114."
2024977,2025-05-09,House,5,"Committee report approving bill, renumbered as HF 1042."
2024977,2025-05-14,House,6,Withdrawn. H.J. 1219.
2024957,2025-04-17,House,1,"Introduced, placed on Appropriations calendar. H.J. 986."
2024957,2025-04-21,House,2,NOBA: House Full Approps
2024957,2025-04-22,House,3,"Passed House, yeas 87, nays 5. H.J. 1026."
2024957,2025-04-22,House,4,Immediate message. H.J. 1033.
2024957,2025-04-22,House,5,NOBA: House Floor
2024957,2025-04-23,Senate,6,Message from House. S.J. 863.
2024957,2025-04-23,Senate,7,"Read first time, referred to Ways and Means. S.J. 863."
2024957,2025-04-28,Senate,8,"Subcommittee: Schultz, Bisignano, and Rowley. S.J. 915."
2024957,2026-01-14,Senate,9,Referred to Transportation. S.J. 69.
2024957,2026-01-15,Senate,10,"Subcommittee: Kraayenbrink, Townsend, and Zumbach. S.J. 107."
2024882,2025-04-17,House,1,"Introduced, placed on Appropriations calendar. H.J. 986."
2024882,2025-04-18,House,2,NOBA: House Full Approps
2024882,2025-04-23,House,3,Amendment H-1278 filed. H.J. 1052.
2024882,2025-04-24,House,4,Amendment H-1278 adopted. H.J. 1060.
2024882,2025-04-24,House,5,SF 565 substituted. H.J. 1060.
2024882,2025-04-24,House,6,Withdrawn. H.J. 1069.
2024842,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 986."
2024842,2025-05-12,House,2,"Passed House, yeas 89, nays 1. H.J. 1132."
2024842,2025-05-20,House,3,Explanation of vote. H.J. 1223.
2024842,2025-05-12,House,4,Immediate message. H.J. 1140.
2024842,2025-05-12,Senate,5,Message from House. S.J. 968.
2024842,2025-05-12,Senate,6,"Read first time, referred to Ways and Means. S.J. 968."
2024842,2025-05-14,Senate,7,"Subcommittee: Dawson, Bisignano, and Rowley. S.J. 1042."
2024842,2026-01-28,Senate,8,Referred to State Government. S.J. 154.
2024842,2026-02-03,Senate,9,"Subcommittee: Dawson, Drey, and Reichman. S.J. 191."
2024948,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 986."
2024948,2025-04-21,House,2,Fiscal note.
2024948,2025-05-15,House,3,Rereferred to Ways and Means. H.J. 1222.
2024833,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 986."
2024833,2025-04-23,House,2,Fiscal note.
2024833,2025-04-23,House,3,"Passed House, yeas 82, nays 11. H.J. 1044."
2024833,2025-04-23,House,4,Immediate message. H.J. 1050.
2024833,2025-04-23,Senate,5,Message from House. S.J. 878.
2024833,2025-04-23,Senate,6,"Read first time, referred to Ways and Means. S.J. 878."
2024833,2025-04-28,Senate,7,"Subcommittee: Dawson, Bisignano, and Rowley. S.J. 916."
1934503,2025-01-22,House,1,"Introduced, referred to Education. H.J. 109."
1934503,2025-01-30,House,2,"Subcommittee: Bradley, Kniff McCulla and Levin. H.J. 171."
1934503,2025-02-05,House,3,Subcommittee Meeting: 02/11/2025 12:30PM RM 102.
1934503,2025-02-11,House,4,Subcommittee recommends passage.
1934503,2025-03-04,House,5,"Committee report, recommending passage. H.J. 527."
1934503,2025-03-04,House,6,"Committee vote: Yeas, 21. Nays, 2. H.J. 527."
1934503,2025-03-07,House,7,"Committee report approving bill, renumbered as HF 835."
1934503,2025-04-10,House,8,Withdrawn. H.J. 929.
2024851,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 986."
2024851,2025-04-22,House,2,Fiscal note.
2024851,2025-04-23,House,3,"Passed House, yeas 93, nays 0. H.J. 1039."
2024851,2025-04-23,House,4,Immediate message. H.J. 1050.
2024851,2025-04-23,Senate,5,Message from House. S.J. 879.
2024851,2025-04-23,Senate,6,"Read first time, referred to Ways and Means. S.J. 879."
2024851,2025-04-28,Senate,7,"Subcommittee: Rowley, Bisignano, and Dawson. S.J. 916."
2024917,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 986."
2024917,2025-04-22,House,2,Fiscal note.
2024917,2025-04-23,House,3,"Passed House, yeas 81, nays 12. H.J. 1045."
2024917,2025-04-23,House,4,Immediate message. H.J. 1050.
2024917,2025-04-23,Senate,5,Message from House. S.J. 879.
2024917,2025-04-23,Senate,6,"Read first time, referred to Ways and Means. S.J. 879."
2024917,2025-04-28,Senate,7,"Subcommittee: Dawson, Bisignano, and Rowley. S.J. 916."
2024937,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 987."
2024937,2025-04-23,House,2,Fiscal note.
2024937,2025-04-24,House,3,"Passed House, yeas 84, nays 5. H.J. 1063."
2024937,2025-04-24,House,4,Immediate message. H.J. 1069.
2024937,2025-04-28,Senate,5,Message from House. S.J. 886.
2024937,2025-04-28,Senate,6,"Read first time, referred to Ways and Means. S.J. 886."
2024937,2025-04-30,Senate,7,"Subcommittee: Rowley, Bisignano, and Dawson. S.J. 933."
2024925,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 987."
2024925,2025-04-23,House,2,Fiscal note.
2024925,2025-04-24,House,3,"Passed House, yeas 89, nays 0. H.J. 1066."
2024925,2025-04-24,House,4,Immediate message. H.J. 1069.
2024925,2025-04-28,Senate,5,Message from House. S.J. 886.
2024925,2025-04-28,Senate,6,"Read first time, referred to Ways and Means. S.J. 886."
2024925,2025-04-30,Senate,7,"Subcommittee: Dawson, Koelker, and Townsend. S.J. 933."
2024925,2025-05-09,Senate,8,Subcommittee Meeting: 05/12/2025 8:30AM Senate Lounge.
2024925,2025-05-12,Senate,9,Subcommittee recommends passage.
2024925,2026-02-12,Senate,10,"Committee report, recommending amendment and passage. S.J. 287."
2024925,2026-02-12,Senate,11,Amendment S-5011 filed. S.J. 287.
2024925,2026-02-12,Senate,12,Placed on Ways and Means calendar.
2024864,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 987."
2024864,2025-04-22,House,2,Fiscal note.
2024864,2025-05-15,House,3,Rereferred to Ways and Means. H.J. 1222.
2025027,2025-04-17,House,1,"Introduced, placed on Appropriations calendar. H.J. 987."
2025027,2025-04-21,House,2,NOBA: House Full Approps
2025027,2025-04-22,House,3,"Passed House, yeas 90, nays 2. H.J. 1027."
2025027,2025-04-22,House,4,Immediate message. H.J. 1033.
2025027,2025-04-22,House,5,NOBA: House Floor
2025027,2025-04-23,Senate,6,Message from House. S.J. 863.
2025027,2025-04-23,Senate,7,"Read first time, passed on file. S.J. 863."
2025027,2025-04-30,Senate,8,Attached to SF 643. S.J. 934.
2025027,2025-05-12,Senate,9,Substituted for SF 643. S.J. 961.
2025027,2025-05-12,Senate,10,"Passed Senate, yeas 50, nays 0. S.J. 961."
2025027,2025-05-12,Senate,11,Immediate message. S.J. 963.
2025027,2025-05-12,House,12,Message from Senate. H.J. 1141.
2025027,2025-05-14,House,13,NOBA: Final
2025027,2025-05-19,House,14,"Reported correctly enrolled, signed by Speaker and President, and sent to Governor. H.J. 1224."
2025027,2025-05-27,House,15,Signed by Governor. H.J. 1229.
2025003,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 987."
2025003,2025-04-21,House,2,Fiscal note.
2025003,2025-05-12,House,3,"Passed House, yeas 91, nays 0. H.J. 1118."
2025003,2025-05-20,House,4,Explanation of vote. H.J. 1223.
2025003,2025-05-12,House,5,Immediate message. H.J. 1140.
2025003,2025-05-12,Senate,6,Message from House. S.J. 968.
2025003,2025-05-12,Senate,7,"Read first time, referred to Ways and Means. S.J. 968."
2025003,2025-05-14,Senate,8,"Subcommittee: Dawson, Bisignano, and Rowley. S.J. 1042."
2025009,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 987."
2025009,2025-04-21,House,2,Amendment H-1258 filed. H.J. 1012.
2025009,2025-04-22,House,3,Fiscal note.
2025009,2025-04-23,House,4,Amendment H-1258 adopted. H.J. 1048.
2025009,2025-04-23,House,5,"Passed House, yeas 92, nays 1. H.J. 1048."
2025009,2025-04-23,House,6,Immediate message. H.J. 1050.
2025009,2025-04-23,Senate,7,Message from House. S.J. 879.
2025009,2025-04-23,Senate,8,"Read first time, referred to Ways and Means. S.J. 879."
2025009,2025-04-24,Senate,9,Fiscal note.
2025009,2025-04-28,Senate,10,"Subcommittee: Rowley, Bisignano, and Dawson. S.J. 916."
2025021,2025-04-17,House,1,"Introduced, placed on Appropriations calendar. H.J. 987."
2025021,2025-04-22,House,2,Amendment H-1275 filed. H.J. 1036.
2025021,2025-04-23,House,3,NOBA: House Full Approps
2025021,2025-04-24,House,4,Amendment H-1275 adopted. H.J. 1062.
2025021,2025-04-24,House,5,"Passed House, yeas 89, nays 0. H.J. 1062."
2025021,2025-04-24,House,6,Immediate message. H.J. 1069.
2025021,2025-04-28,Senate,7,Message from House. S.J. 886.
2025021,2025-04-28,Senate,8,"Read first time, attached to SF 630. S.J. 886."
2025021,2025-04-28,Senate,9,NOBA: House Floor
2025021,2025-05-13,Senate,10,Substituted for SF 630. S.J. 992.
2025021,2025-05-13,Senate,11,"Amendment S-3170 filed, adopted. S.J. 993."
2025021,2025-05-13,Senate,12,"Passed Senate, yeas 43, nays 2. S.J. 993."
2025021,2025-05-13,Senate,13,Immediate message. S.J. 995.
2025021,2025-05-13,House,14,Message from Senate. H.J. 1171.
2025021,2025-05-13,House,15,Senate amendment H-1343 filed. H.J. 1178.
2024987,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 988."
2024987,2025-05-15,House,2,Rereferred to Ways and Means. H.J. 1222.
1933889,2025-01-22,House,1,"Introduced, referred to Education. H.J. 109."
1933889,2025-01-23,House,2,"Subcommittee: Hora, Ehlert and Kniff McCulla. H.J. 123."
1933889,2025-01-27,House,3,Subcommittee Meeting: 01/28/2025 3:00PM House Lounge.
1933889,2025-01-28,House,4,Subcommittee recommends passage.
2024996,2025-04-17,House,1,"Introduced, placed on Ways and Means calendar. H.J. 988."
2024996,2025-04-22,House,2,Fiscal note.
2024996,2025-04-22,House,3,Amendment H-1276 filed. H.J. 1036.
